spearman_cosine	pearson_cosine	spearman_dot	pearson_dot	umap_time	spearman_pearson_time	load_model_time	encode_time	umap_param	model_name
0.03299684502549547	0.029959933082934168	0.03276479390063418	0.0395203217216122	9.955172061920166	6.111737489700317	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 2}	paraphrase-multilingual-MiniLM-L12-v2
0.09310087755190434	0.06499156668142585	0.023040392235189514	0.047437681623463596	7.246172666549683	3.216473340988159	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 4}	paraphrase-multilingual-MiniLM-L12-v2
0.15089494211419407	0.08206391169908962	-0.01783838093585784	0.005776678160580088	7.47386360168457	3.5779531002044678	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 8}	paraphrase-multilingual-MiniLM-L12-v2
0.14539636216425755	0.08848632044105388	-0.01605159602660802	0.006826130698723901	7.8872857093811035	5.653888463973999	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 16}	paraphrase-multilingual-MiniLM-L12-v2
0.13159336294854634	0.07837646768344557	-0.024010719612402497	0.0015701123567709828	8.26736330986023	3.2527735233306885	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 32}	paraphrase-multilingual-MiniLM-L12-v2
0.17398232147731726	0.10880500599692847	0.10087749270502784	0.11678382781748042	9.43744444847107	3.6025426387786865	1.2765562534332275	37.61363935470581	{'n_components': 2, 'n_neighbors': 64}	paraphrase-multilingual-MiniLM-L12-v2
0.06526900295487871	0.060929132999694574	0.0639547392938832	0.07462247200116798	10.824169397354126	4.993514776229858	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 2}	paraphrase-multilingual-MiniLM-L12-v2
0.12303715429248156	0.07684697269752268	0.006948721809275757	0.024363438164974403	6.683725357055664	3.525801420211792	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 4}	paraphrase-multilingual-MiniLM-L12-v2
0.1749433105406081	0.11194420604509131	-0.015560912335685602	0.006146539503977238	7.0629260540008545	5.400910377502441	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 8}	paraphrase-multilingual-MiniLM-L12-v2
0.19447467259066364	0.13753306657243447	0.0892381566927036	0.11135911384493793	8.369946718215942	3.4713714122772217	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 16}	paraphrase-multilingual-MiniLM-L12-v2
0.19759973901284	0.15174549775626556	0.11313176686846742	0.13216678951896232	10.423950433731079	3.2006428241729736	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 32}	paraphrase-multilingual-MiniLM-L12-v2
0.18312819294710547	0.12370187096524547	0.07764758791451502	0.08204247686868124	9.033279657363892	5.35101580619812	1.2765562534332275	37.61363935470581	{'n_components': 3, 'n_neighbors': 64}	paraphrase-multilingual-MiniLM-L12-v2
0.07184982586538323	0.0649260145425163	0.06862282969626252	0.08539483365723516	9.302811622619629	4.820547580718994	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 2}	paraphrase-multilingual-MiniLM-L12-v2
0.16103232229004158	0.13319996550372595	0.1054225104742638	0.1068907328116325	7.314195156097412	3.150717258453369	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 4}	paraphrase-multilingual-MiniLM-L12-v2
0.18943820832114644	0.1345904484757379	-0.0008637251015770635	0.023931201194753227	7.95204758644104	2.9828929901123047	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 8}	paraphrase-multilingual-MiniLM-L12-v2
0.19793544484426348	0.13807258828183291	0.08526185075278303	0.106407181324608	8.332977771759033	4.12334942817688	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 16}	paraphrase-multilingual-MiniLM-L12-v2
0.20266427830339756	0.15770795741041566	0.1120734151060835	0.13403918779615137	10.328462362289429	2.8587374687194824	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 32}	paraphrase-multilingual-MiniLM-L12-v2
0.19541891269708567	0.1493437937920744	0.04270639011415939	0.0573073510971634	9.394185304641724	3.17866587638855	1.2765562534332275	37.61363935470581	{'n_components': 4, 'n_neighbors': 64}	paraphrase-multilingual-MiniLM-L12-v2
0.06349883084339304	0.05430919778575251	0.047926940585804025	0.05955294185113831	8.537476301193237	4.98391056060791	1.2765562534332275	37.61363935470581	{'n_components': 5, 'n_neighbors': 2}	paraphrase-multilingual-MiniLM-L12-v2
0.16164596779948653	0.12756370269169565	0.04049870575764587	0.051984427946904124	7.304400444030762	3.00252366065979	1.2765562534332275	37.61363935470581	{'n_components': 5, 'n_neighbors': 4}	paraphrase-multilingual-MiniLM-L12-v2
0.19085049414690267	0.14245888185811775	0.011895278564075499	0.03950505211069245	7.991166591644287	4.632754564285278	1.2765562534332275	37.61363935470581	{'n_components': 5, 'n_neighbors': 8}	paraphrase-multilingual-MiniLM-L12-v2
0.19836685157091577	0.1589522367630447	0.05010452138729427	0.056669480799083724	8.861382961273193	2.882613182067871	1.2765562534332275	37.61363935470581	{'n_components': 5, 'n_neighbors': 16}	paraphrase-multilingual-MiniLM-L12-v2
0.2031569878409822	0.15534785440845583	0.10086976602679155	0.12394910359558503	10.221498489379883	2.918147563934326	1.2765562534332275	37.61363935470581	{'n_components': 5, 'n_neighbors': 32}	paraphrase-multilingual-MiniLM-L12-v2
