spearman_cosine	pearson_cosine	spearman_dot	pearson_dot	umap_time	spearman_pearson_time	load_model_time	encode_time	umap_param	model_name
0.04615031842706101	0.042221184052222374	0.044986163983475755	0.04669349711626318	8.130792379379272	7.716321229934692	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 2}	paraphrase-multilingual-mpnet-base-v2
0.08644745757877338	0.05645809066606284	0.01708717458414806	0.02817413284488634	8.20576286315918	4.666587591171265	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 4}	paraphrase-multilingual-mpnet-base-v2
0.1683741831379285	0.0894935935476526	0.07954013760609233	0.0848757773492092	7.396727561950684	6.035618782043457	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 8}	paraphrase-multilingual-mpnet-base-v2
0.17927386087806169	0.10839567793531002	0.12236863435962556	0.13819926064422955	7.964721441268921	5.405421257019043	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 16}	paraphrase-multilingual-mpnet-base-v2
0.17055374090887437	0.10188196667613372	0.021324210841707335	0.041727487137486356	8.264909029006958	3.8688995838165283	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 32}	paraphrase-multilingual-mpnet-base-v2
0.1731577890724287	0.10837766275128513	0.09386555255072355	0.11753715399993941	8.992443323135376	4.727271318435669	5.956427574157715	129.4605519771576	{'n_components': 2, 'n_neighbors': 64}	paraphrase-multilingual-mpnet-base-v2
0.08149688939282097	0.07648925934007007	0.07267929518995338	0.07556072536051994	8.936607599258423	3.921541929244995	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 2}	paraphrase-multilingual-mpnet-base-v2
0.11171958056400942	0.0788462981896883	0.0167503592161346	0.033003206111371794	7.189189672470093	3.667621612548828	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 4}	paraphrase-multilingual-mpnet-base-v2
0.1925092943924807	0.11914155324115186	0.003046906206576312	0.02997710061936087	8.093745946884155	5.700149059295654	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 8}	paraphrase-multilingual-mpnet-base-v2
0.19345526763268794	0.12085877118986349	0.07419351752013277	0.08929627010022635	12.93599796295166	5.618845462799072	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 16}	paraphrase-multilingual-mpnet-base-v2
0.200361707845487	0.14499143977042267	0.08193945287247793	0.1223122686711799	9.034780025482178	4.045424699783325	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 32}	paraphrase-multilingual-mpnet-base-v2
0.20186885677599709	0.1389346080164605	0.09359165245946607	0.1042397270900004	9.824479341506958	3.4399573802948	5.956427574157715	129.4605519771576	{'n_components': 3, 'n_neighbors': 64}	paraphrase-multilingual-mpnet-base-v2
0.09767033560324385	0.09188323230462817	0.0881223195435399	0.09876508483222227	8.192756175994873	5.898581266403198	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 2}	paraphrase-multilingual-mpnet-base-v2
0.11870588274429524	0.08656744492347697	0.05587691284035114	0.06767458148373467	7.538361072540283	3.5027549266815186	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 4}	paraphrase-multilingual-mpnet-base-v2
0.1973771908278442	0.12033849429871121	0.0848408017810009	0.09525339395547393	7.826561689376831	3.722532033920288	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 8}	paraphrase-multilingual-mpnet-base-v2
0.20138463624414607	0.1400389730065681	0.12045773376029313	0.13718533538291997	9.674268245697021	3.4824295043945312	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 16}	paraphrase-multilingual-mpnet-base-v2
0.20409271195133322	0.15755182425185243	0.06478863055465912	0.10590318065079304	10.304404973983765	3.931579113006592	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 32}	paraphrase-multilingual-mpnet-base-v2
0.2009674602321123	0.14796944720319957	-0.009036680437961029	0.008236938979581332	8.943479061126709	3.9725353717803955	5.956427574157715	129.4605519771576	{'n_components': 4, 'n_neighbors': 64}	paraphrase-multilingual-mpnet-base-v2
0.09522217535185777	0.08929725182256507	0.07663577772469093	0.08527763007760615	8.572906255722046	4.163211107254028	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 2}	paraphrase-multilingual-mpnet-base-v2
0.13207925557648392	0.1085928614344059	0.02617327621020885	0.03609531729827468	7.50134801864624	3.7152512073516846	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 4}	paraphrase-multilingual-mpnet-base-v2
0.2003660870181653	0.13808109742722974	0.04395681778541893	0.05941782804512752	8.568686246871948	4.131016969680786	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 8}	paraphrase-multilingual-mpnet-base-v2
0.20331448847136788	0.14165226385487345	0.11998518817450364	0.1316399001600343	8.517115592956543	3.1670167446136475	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 16}	paraphrase-multilingual-mpnet-base-v2
0.20343850120352597	0.1538360404276742	0.05965049066724973	0.0592163740508862	8.717430830001831	3.9635839462280273	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 32}	paraphrase-multilingual-mpnet-base-v2
0.19659246646502473	0.12855417665651123	0.0641562694701296	0.08570402056421939	10.676849365234375	3.087677478790283	5.956427574157715	129.4605519771576	{'n_components': 5, 'n_neighbors': 64}	paraphrase-multilingual-mpnet-base-v2
